Year,Country,Albania,Andorra,Armenia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Latvia,Lithuania,Macedonia,Malta,Moldova,Monaco,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Serbia & Montenegro,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
2004,Cyprus,0,4,,6,,8,4,0,,4,,,6,7,7,5,,8,12,,10,10,3,4,5,0,7,,2,,8,4,4,3,3,6,,,3,,1,3,6,2,1,4,10
2004,Turkey,8,3,,8,,3,12,7,,3,4,,10,0,5,12,,12,6,,5,1,2,2,3,6,0,,8,,12,8,8,0,10,8,,,2,,0,2,5,8,,6,6
2004,Romania,0,0,,0,,0,0,0,,0,3,,0,0,0,0,,0,0,,0,0,1,0,0,0,0,,0,,0,0,0,4,,0,,,0,,0,10,0,0,0,0,0
2004,Sweden,4,5,,1,,4,2,2,,0,5,,12,10,12,3,,3,0,,8,12,5,8,6,2,5,,0,,0,12,10,5,7,3,,,4,,2,5,,0,3,2,8
2003,Iceland,,,,0,,,3,0,,6,5,,,1,,1,,1,0,,,7,0,3,,,12,,,,6,12,1,0,0,0,,,,,4,0,7,,8,4,0
2003,Austria,,,,,,,2,5,,5,4,,,6,,0,,2,2,,10,0,0,4,,,0,,,,8,8,0,10,0,0,,,,,7,8,6,,6,0,8
2003,Ireland,,,,0,,,1,0,,4,7,,,0,,0,,0,0,,2,,0,1,,,5,,,,0,6,0,7,0,0,,,,,2,0,0,,5,1,12
2003,Turkey,,,,12,,,12,12,,10,8,,,0,,10,,10,7,,3,0,7,0,,,4,,,,12,10,2,8,10,0,,,,,10,3,8,,,2,7
2003,Malta,,,,0,,,0,0,,0,0,,,0,,0,,0,0,,0,3,0,0,,,,,,,0,0,0,1,0,0,,,,,0,0,0,,0,0,0
2003,Bosnia and Herzegovina,,,,7,,,0,,,8,0,,,0,,0,,0,0,,0,0,0,0,,,0,,,,0,0,0,0,0,0,,,,,0,0,0,,12,0,0
2003,Portugal,,,,0,,,0,0,,0,0,,,0,,6,,0,0,,0,2,0,0,,,0,,,,0,0,0,,0,0,,,,,0,2,0,,0,3,0
2003,Croatia,,,,5,,,0,6,,,0,,,0,,0,,0,1,,0,6,0,0,,,0,,,,0,0,0,0,0,0,,,,,8,0,0,,3,0,0
2003,Cyprus,,,,0,,,0,0,,0,,,,0,,0,,0,12,,0,0,1,0,,,2,,,,0,0,0,0,0,0,,,,,0,0,0,,0,0,0
2003,Germany,,,,1,,,0,0,,0,0,,,2,,0,,,0,,8,4,0,2,,,3,,,,2,0,5,0,1,7,,,,,0,4,10,,0,0,4
2003,Russia,,,,8,,,7,3,,12,10,,,12,,7,,8,10,,4,0,10,12,,,1,,,,1,2,4,4,7,,,,,,12,6,2,,10,12,0
2003,Spain,,,,0,,,10,0,,7,6,,,0,,0,,0,5,,6,0,12,0,,,0,,,,5,0,0,12,5,6,,,,,1,,4,,2,0,0
2003,Israel,,,,0,,,0,0,,0,0,,,0,,8,,0,3,,0,0,,0,,,0,,,,0,0,0,0,0,5,,,,,0,1,0,,0,0,0
2003,Netherlands,,,,0,,,8,2,,0,0,,,0,,0,,0,0,,0,5,2,0,,,7,,,,,5,0,0,0,10,,,,,0,0,5,,0,0,1
2003,United Kingdom,,,,0,,,0,0,,0,0,,,0,,0,,0,0,,0,0,0,0,,,0,,,,0,0,0,0,0,0,,,,,0,0,0,,0,0,
2003,Ukraine,,,,0,,,0,0,,0,0,,,3,,0,,0,0,,0,0,4,5,,,0,,,,0,0,10,0,0,8,,,,,0,0,0,,0,,0
2003,Greece,,,,0,,,0,0,,0,12,,,0,,0,,5,,,0,1,0,0,,,0,,,,0,0,0,0,2,1,,,,,0,0,0,,4,0,0
2003,Norway,,,,2,,,6,0,,0,0,,,10,,3,,7,0,,12,12,3,7,,,6,,,,7,,6,5,3,4,,,,,5,0,12,,0,7,6
2003,France,,,,0,,,0,8,,0,0,,,0,,,,0,0,,0,0,0,0,,,0,,,,0,0,3,2,6,0,,,,,0,0,0,,0,0,0
2003,Poland,,,,10,,,5,0,,0,0,,,4,,5,,12,6,,0,0,0,8,,,10,,,,4,4,,0,4,0,,,,,0,5,3,,0,8,2
2003,Latvia,,,,0,,,0,0,,0,0,,,5,,0,,0,0,,0,0,0,,,,0,,,,0,0,0,0,0,0,,,,,0,0,0,,0,0,0
2003,Belgium,,,,4,,,,10,,0,3,,,8,,12,,6,8,,7,10,8,10,,,0,,,,10,3,12,6,8,3,,,,,3,12,0,,7,10,5
2003,Estonia,,,,0,,,0,0,,0,0,,,,,0,,0,0,,1,8,0,0,,,0,,,,0,0,0,0,0,2,,,,,0,0,0,,0,0,3
2003,Romania,,,,6,,,0,7,,1,2,,,0,,4,,4,4,,0,0,6,0,,,0,,,,0,1,8,0,,12,,,,,0,10,1,,1,6,0
2003,Sweden,,,,3,,,4,1,,2,1,,,7,,2,,3,0,,5,0,5,6,,,8,,,,3,7,7,3,12,0,,,,,6,7,,,0,5,10
2003,Slovenia,,,,0,,,0,4,,3,0,,,0,,0,,0,0,,0,0,0,0,,,0,,,,0,0,0,0,0,0,,,,,,0,0,,0,0,0
2002,Cyprus,,,,0,,,3,0,,10,,,0,4,4,0,,0,12,,,,0,8,4,0,12,,,,,,,,8,6,,,,,4,6,1,0,0,,3
2002,United Kingdom,,,,12,,,6,7,,0,0,,6,6,8,1,,8,7,,,,5,5,8,4,10,,,,,,,,0,0,,,,,8,0,2,6,2,,
2002,Austria,,,,,,,5,0,,0,1,,0,0,0,0,,0,0,,,,0,0,0,0,0,,,,,,,,0,1,,,,,0,0,0,7,12,,0
2002,Greece,,,,0,,,0,0,,1,12,,0,0,0,0,,0,,,,,0,0,0,0,0,,,,,,,,6,8,,,,,0,0,0,0,0,,0
2002,Spain,,,,0,,,12,6,,6,7,,0,0,0,12,,7,4,,,,6,0,0,0,0,,,,,,,,0,0,,,,,0,,7,12,0,,2
2002,Croatia,,,,6,,,0,2,,,6,,0,0,0,0,,3,5,,,,0,0,0,5,0,,,,,,,,0,0,,,,,12,0,0,5,0,,0
2002,Russia,,,,0,,,0,0,,0,5,,0,10,3,0,,0,2,,,,1,10,6,0,8,,,,,,,,10,,,,,,0,0,0,0,0,,0
2002,Estonia,,,,3,,,4,10,,5,0,,8,,10,0,,4,0,,,,2,12,7,6,2,,,,,,,,2,3,,,,,6,0,12,0,8,,7
2002,Macedonia,,,,0,,,0,0,,4,3,,0,0,1,0,,0,0,,,,0,0,0,,5,,,,,,,,12,0,,,,,0,0,0,0,0,,0
2002,Israel,,,,0,,,2,0,,0,0,,1,0,5,10,,5,0,,,,,3,0,0,0,,,,,,,,5,0,,,,,0,0,0,1,0,,5
2002,Switzerland,,,,5,,,0,0,,0,0,,0,0,0,3,,2,0,,,,0,1,0,0,0,,,,,,,,3,0,,,,,1,0,0,,0,,0
2002,Sweden,,,,4,,,1,12,,0,0,,10,8,7,0,,0,1,,,,3,4,10,0,0,,,,,,,,0,0,,,,,7,0,,0,4,,1
2002,Finland,,,,0,,,0,3,,0,2,,3,5,,0,,0,0,,,,0,0,0,1,0,,,,,,,,0,0,,,,,0,0,10,0,0,,0
2002,Denmark,,,,0,,,0,0,,0,0,,,0,0,0,,0,0,,,,4,0,1,0,1,,,,,,,,0,0,,,,,0,0,0,0,1,,0
2002,Bosnia and Herzegovina,,,,7,,,0,,,7,0,,2,0,0,0,,0,0,,,,0,0,0,3,3,,,,,,,,0,0,,,,,2,3,6,0,0,,0
2002,Belgium,,,,0,,,,0,,0,0,,4,0,0,2,,0,0,,,,0,0,2,0,0,,,,,,,,0,7,,,,,0,1,3,0,10,,4
2002,France,,,,0,,,10,8,,0,0,,5,3,12,,,6,3,,,,7,2,5,0,0,,,,,,,,4,0,,,,,3,8,8,10,0,,10
2002,Germany,,,,1,,,0,0,,0,0,,0,1,0,0,,,0,,,,0,0,0,0,4,,,,,,,,1,2,,,,,0,2,0,3,3,,0
2002,Turkey,,,,0,,,0,0,,3,0,,0,0,0,7,,0,0,,,,0,0,0,8,0,,,,,,,,7,0,,,,,0,4,0,0,,,0
2002,Malta,,,,8,,,7,4,,12,10,,12,7,2,6,,10,6,,,,10,7,3,10,,,,,,,,,0,5,,,,,10,10,4,4,5,,12
2002,Romania,,,,0,,,0,0,,0,8,,0,0,0,4,,1,8,,,,8,0,0,12,6,,,,,,,,,12,,,,,0,5,0,0,7,,0
2002,Slovenia,,,,2,,,0,1,,8,0,,0,0,0,5,,0,0,,,,0,0,0,2,0,,,,,,,,0,0,,,,,,7,0,2,0,,6
2002,Latvia,,,,10,,,8,5,,2,4,,7,12,6,8,,12,10,,,,12,,12,7,7,,,,,,,,0,10,,,,,5,12,5,8,6,,8
2002,Lithuania,,,,0,,,0,0,,0,0,,0,2,0,0,,0,0,,,,0,6,,0,0,,,,,,,,0,4,,,,,0,0,0,0,0,,0
2001,Netherlands,,,,,,,,0,,0,,,0,0,,0,,0,0,,0,0,5,0,0,,0,,,,,0,0,6,,1,,,,,4,0,0,,0,,0
2001,Iceland,,,,,,,,0,,0,,,2,0,,0,,0,0,,,0,0,0,0,,0,,,,0,1,0,0,,0,,,,,0,0,0,,0,,0
2001,Bosnia and Herzegovina,,,,,,,,,,10,,,7,0,,0,,0,0,,0,0,0,0,0,,1,,,,0,0,0,0,,0,,,,,7,0,4,,0,,0
2001,Norway,,,,,,,,0,,0,,,0,0,,0,,0,0,,0,0,0,0,0,,0,,,,0,,0,3,,0,,,,,0,0,0,,0,,0
2001,Israel,,,,,,,,6,,0,,,0,0,,10,,0,2,,0,0,,0,0,,0,,,,0,0,0,0,,0,,,,,0,0,0,,7,,0
2001,Russia,,,,,,,,0,,0,,,0,4,,0,,0,5,,5,0,3,8,10,,2,,,,0,0,0,0,,,,,,,0,0,0,,0,,0
2001,Sweden,,,,,,,,3,,4,,,10,7,,2,,0,0,,7,8,8,6,2,,8,,,,0,2,5,5,,2,,,,,0,5,,,8,,8
2001,Lithuania,,,,,,,,2,,0,,,0,0,,0,,0,0,,1,1,4,5,,,0,,,,5,0,0,0,,10,,,,,2,0,1,,0,,4
2001,Latvia,,,,,,,,0,,0,,,0,8,,0,,0,0,,0,0,0,,8,,0,,,,0,0,0,0,,0,,,,,0,0,0,,0,,0
2001,Croatia,,,,,,,,7,,,,,0,0,,0,,3,7,,0,0,0,0,0,,10,,,,0,0,0,0,,0,,,,,5,0,0,,10,,0
2001,Portugal,,,,,,,,0,,0,,,0,0,,12,,0,0,,0,0,0,0,0,,0,,,,0,0,0,,,0,,,,,0,6,0,,0,,0
2001,Ireland,,,,,,,,0,,0,,,0,0,,0,,0,0,,0,,0,0,0,,0,,,,0,0,0,1,,0,,,,,0,0,0,,0,,5
2001,Spain,,,,,,,,5,,0,,,0,3,,5,,0,8,,2,3,12,4,0,,0,,,,7,4,1,7,,0,,,,,1,,5,,6,,3
2001,France,,,,,,,,12,,6,,,6,10,,,,6,4,,4,7,2,7,7,,0,,,,8,7,10,12,,12,,,,,6,3,6,,1,,6
2001,Turkey,,,,,,,,0,,7,,,3,0,,7,,7,10,,0,0,0,0,0,,4,,,,3,0,0,0,,0,,,,,0,0,0,,,,0
2001,United Kingdom,,,,,,,,0,,3,,,0,0,,0,,2,0,,0,4,0,3,3,,3,,,,2,0,2,2,,3,,,,,0,1,0,,0,,
2001,Slovenia,,,,,,,,10,,8,,,0,5,,1,,4,0,,6,2,1,0,4,,0,,,,4,6,6,0,,4,,,,,,2,7,,0,,0
2001,Poland,,,,,,,,0,,0,,,1,0,,0,,5,0,,0,0,0,0,0,,0,,,,0,0,,0,,0,,,,,3,0,2,,0,,0
2001,Germany,,,,,,,,0,,1,,,4,1,,6,,,1,,0,6,0,1,0,,5,,,,1,3,4,10,,8,,,,,0,10,0,,3,,2
2001,Estonia,,,,,,,,4,,2,,,8,,,8,,10,12,,10,10,6,12,12,,12,,,,12,10,12,0,,6,,,,,12,8,8,,12,,12
2001,Malta,,,,,,,,1,,0,,,12,2,,0,,1,3,,3,0,0,0,1,,,,,,0,5,3,0,,7,,,,,0,4,3,,2,,1
2001,Greece,,,,,,,,8,,5,,,5,6,,3,,8,,,8,5,10,2,5,,7,,,,6,8,8,4,,5,,,,,8,12,12,,5,,7
2001,Denmark,,,,,,,,0,,12,,,,12,,4,,12,6,,12,12,7,10,6,,6,,,,10,12,7,8,,0,,,,,10,7,10,,4,,10
2000,Israel,,,,0,,,0,,,0,0,,0,0,0,6,,0,,,0,0,,0,,1,0,,,,0,0,,,0,0,,,,,,0,0,0,0,,0
2000,Netherlands,,,,0,,,8,,,2,5,,0,0,0,2,,1,,,1,1,8,0,,0,5,,,,,0,,,0,0,,,,,,4,0,0,3,,0
2000,United Kingdom,,,,0,,,0,,,4,3,,0,2,0,0,,0,,,0,0,1,3,,0,6,,,,0,0,,,3,0,,,,,,0,0,0,6,,
2000,Estonia,,,,3,,,2,,,6,6,,4,,8,0,,5,,,5,7,6,10,,0,7,,,,7,4,,,6,0,,,,,,0,6,0,2,,4
2000,France,,,,0,,,0,,,0,0,,0,0,0,,,0,,,0,0,0,0,,0,0,,,,2,0,,,0,3,,,,,,0,0,0,0,,0
2000,Romania,,,,0,,,0,,,7,0,,0,0,0,0,,0,,,0,0,0,0,,12,0,,,,0,0,,,,6,,,,,,0,0,0,0,,0
2000,Malta,,,,2,,,1,,,8,8,,3,1,0,0,,3,,,0,3,3,4,,8,,,,,1,2,,,7,8,,,,,,1,3,0,5,,2
2000,Norway,,,,0,,,0,,,0,0,,7,3,0,0,,0,,,7,4,7,6,,0,3,,,,0,,,,0,0,,,,,,0,7,0,10,,3
2000,Russia,,,,7,,,7,,,12,12,,6,10,5,5,,4,,,8,10,10,0,,7,12,,,,0,8,,,12,,,,,,,5,5,2,0,,8
2000,Belgium,,,,0,,,,,,0,0,,0,0,0,0,,0,,,0,0,0,0,,2,0,,,,0,0,,,0,0,,,,,,0,0,0,0,,0
2000,Cyprus,,,,0,,,0,,,3,,,0,0,0,0,,0,,,0,0,0,0,,4,1,,,,0,0,,,0,0,,,,,,0,0,0,0,,0
2000,Iceland,,,,0,,,0,,,0,0,,12,6,0,0,,0,,,,0,5,7,,0,0,,,,0,7,,,0,0,,,,,,0,8,0,0,,0
2000,Spain,,,,0,,,0,,,0,10,,0,0,0,0,,0,,,0,0,0,0,,0,0,,,,0,0,,,5,2,,,,,,,0,1,0,,0
2000,Denmark,,,,10,,,10,,,0,4,,,8,10,7,,12,,,12,12,12,12,,0,8,,,,10,10,,,1,12,,,,,,10,12,10,1,,12
2000,Germany,,,,12,,,6,,,1,0,,2,0,2,10,,,,,6,5,0,8,,0,0,,,,8,3,,,0,4,,,,,,12,0,12,0,,5
2000,Switzerland,,,,1,,,0,,,0,0,,0,0,0,0,,0,,,0,0,0,2,,0,0,,,,6,0,,,0,5,,,,,,0,0,,0,,0
2000,Croatia,,,,6,,,0,,,,0,,0,0,6,8,,6,,,0,0,0,0,,10,0,,,,0,0,,,8,10,,,,,,2,0,6,8,,0
2000,Sweden,,,,0,,,5,,,0,0,,10,5,7,1,,8,,,4,6,0,0,,6,4,,,,0,5,,,0,0,,,,,,6,,3,12,,6
2000,Macedonia,,,,0,,,0,,,10,2,,0,0,0,0,,0,,,0,0,0,0,,,0,,,,0,0,,,10,7,,,,,,0,0,0,0,,0
2000,Finland,,,,0,,,0,,,0,0,,0,7,,0,,0,,,0,0,0,0,,0,0,,,,5,0,,,4,0,,,,,,0,2,0,0,,0
2000,Latvia,,,,8,,,12,,,0,1,,8,12,12,3,,7,,,10,8,4,,,3,0,,,,4,12,,,0,1,,,,,,7,10,7,0,,7
2000,Turkey,,,,5,,,3,,,0,0,,1,0,4,12,,10,,,0,0,0,0,,5,0,,,,12,1,,,0,0,,,,,,0,1,5,,,0
2000,Ireland,,,,4,,,4,,,5,7,,5,4,1,4,,0,,,2,,2,1,,0,10,,,,3,6,,,2,0,,,,,,3,4,8,7,,10
2000,Austria,,,,,,,0,,,0,0,,0,0,3,0,,2,,,3,2,0,5,,0,2,,,,0,0,,,0,0,,,,,,8,0,4,4,,1
1999,Lithuania,,,,0,,,0,0,,2,5,,0,2,,0,,0,,,0,0,3,,,,1,,,,0,0,0,0,,,,,,,0,0,0,,0,,0
1999,Belgium,,,,0,,,,0,,4,0,,0,5,,2,,0,,,0,10,5,,0,,0,,,,10,0,2,0,,,,,,,0,0,0,,0,,0
1999,Spain,,,,0,,,0,0,,1,0,,0,0,,0,,0,,,0,0,0,,0,,0,,,,0,0,0,0,,,,,,,0,,0,,0,,0
1999,Croatia,,,,8,,,5,8,,,2,,0,3,,7,,10,,,4,6,7,,6,,5,,,,1,0,7,6,,,,,,,12,12,1,,8,,0
1999,United Kingdom,,,,0,,,0,1,,5,4,,1,0,,0,,0,,,0,0,4,,5,,8,,,,0,0,0,0,,,,,,,2,4,0,,4,,
1999,Slovenia,,,,0,,,2,5,,12,0,,0,0,,1,,0,,,0,12,0,,10,,0,,,,6,0,0,0,,,,,,,,2,0,,0,,0
1999,Turkey,,,,0,,,0,0,,0,0,,0,0,,5,,12,,,0,0,0,,0,,0,,,,0,4,0,0,,,,,,,0,0,0,,,,0
1999,Norway,,,,0,,,0,0,,7,7,,6,0,,0,,0,,,7,3,0,,0,,0,,,,0,,0,0,,,,,,,0,0,5,,0,,0
1999,Denmark,,,,5,,,0,0,,0,8,,,6,,0,,0,,,12,7,2,,0,,4,,,,0,0,1,3,,,,,,,5,5,8,,0,,5
1999,France,,,,0,,,0,0,,0,0,,0,0,,,,0,,,0,2,0,,2,,0,,,,0,8,0,0,,,,,,,0,0,0,,2,,0
1999,Netherlands,,,,4,,,12,4,,0,0,,7,0,,0,,0,,,6,1,6,,4,,2,,,,,0,0,2,,,,,,,3,3,4,,5,,8
1999,Poland,,,,0,,,0,6,,0,0,,0,0,,0,,4,,,0,0,0,,7,,0,,,,0,0,,0,,,,,,,0,0,0,,0,,0
1999,Iceland,,,,2,,,8,0,,0,12,,12,10,,0,,3,,,,4,10,,8,,10,,,,7,10,4,4,,,,,,,0,10,12,,10,,10
1999,Cyprus,,,,0,,,0,0,,0,,,0,0,,0,,0,,,0,0,0,,0,,0,,,,0,0,0,0,,,,,,,0,0,0,,0,,2
1999,Sweden,,,,6,,,7,12,,0,6,,10,12,,3,,2,,,10,5,8,,3,,12,,,,8,12,6,10,,,,,,,7,6,,,6,,12
1999,Portugal,,,,0,,,0,0,,0,0,,0,0,,12,,0,,,0,0,0,,0,,0,,,,0,0,0,,,,,,,,0,0,0,,0,,0
1999,Ireland,,,,0,,,0,0,,0,0,,0,0,,0,,0,,,0,,0,,12,,0,,,,0,1,0,0,,,,,,,0,0,0,,1,,4
1999,Austria,,,,,,,6,0,,0,1,,3,8,,0,,5,,,8,0,0,,0,,0,,,,2,6,3,5,,,,,,,4,0,7,,0,,7
1999,Israel,,,,1,,,3,2,,8,10,,2,4,,10,,7,,,1,0,,,0,,6,,,,4,2,10,8,,,,,,,1,8,3,,3,,0
1999,Malta,,,,7,,,0,7,,6,3,,0,1,,0,,1,,,0,0,0,,0,,,,,,0,0,0,1,,,,,,,0,0,0,,0,,6
1999,Germany,,,,10,,,10,10,,3,0,,5,7,,8,,,,,5,0,12,,0,,3,,,,12,3,12,12,,,,,,,6,7,2,,12,,1
1999,Bosnia and Herzegovina,,,,12,,,1,,,10,0,,8,0,,6,,8,,,3,0,0,,0,,0,,,,3,7,5,0,,,,,,,10,0,6,,7,,0
1999,Estonia,,,,3,,,4,3,,0,0,,4,,,4,,6,,,2,8,1,,1,,7,,,,5,5,8,7,,,,,,,8,1,10,,0,,3
1998,Croatia,,,,,,,5,,,,7,,,3,3,8,,10,5,0,,3,10,,,12,10,,,,4,6,6,2,0,,,,,10,12,1,3,5,4,,2
1998,Greece,,,,,,,0,,,0,12,,,0,0,0,,0,,0,,0,0,,,0,0,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,,0
1998,France,,,,,,,0,,,0,1,,,0,0,,,0,0,0,,0,0,,,2,0,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,,0
1998,Spain,,,,,,,3,,,1,4,,,0,0,4,,0,0,0,,0,3,,,0,0,,,,0,0,0,0,0,,,,,0,0,,0,6,0,,0
1998,Switzerland,,,,,,,0,,,0,0,,,0,0,0,,0,0,0,,0,0,,,0,0,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,0
1998,Slovakia,,,,,,,0,,,8,0,,,0,0,0,,0,0,0,,0,0,,,0,0,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,0
1998,Poland,,,,,,,0,,,0,0,,,0,0,2,,5,0,2,,0,0,,,0,0,,,,0,0,,0,10,,,,,0,0,0,0,0,0,,0
1998,Israel,,,,,,,10,,,0,10,,,7,10,12,,7,10,0,,6,,,,8,12,,,,6,3,10,12,7,,,,,0,7,10,5,10,5,,5
1998,Germany,,,,,,,7,,,0,0,,,1,1,0,,,3,0,,8,0,,,0,0,,,,12,0,0,10,6,,,,,0,8,12,0,12,0,,6
1998,Malta,,,,,,,8,,,7,5,,,5,5,6,,8,6,7,,12,7,,,0,,,,,8,12,8,5,0,,,,,12,3,5,6,8,10,,12
1998,Hungary,,,,,,,0,,,0,0,,,0,0,1,,0,0,,,0,0,,,0,0,,,,0,2,0,0,1,,,,,0,0,0,0,0,0,,0
1998,Slovenia,,,,,,,0,,,3,0,,,0,4,0,,0,2,0,,0,0,,,0,0,,,,0,0,0,0,5,,,,,0,,0,0,0,3,,0
1998,Ireland,,,,,,,0,,,2,0,,,2,0,0,,2,0,6,,,0,,,7,6,,,,0,4,2,1,8,,,,,4,1,0,1,2,8,,8
1998,Portugal,,,,,,,1,,,0,2,,,0,0,10,,0,1,0,,0,2,,,4,2,,,,0,0,0,,0,,,,,2,0,6,0,0,6,,0
1998,Romania,,,,,,,0,,,0,0,,,0,0,0,,0,0,0,,0,6,,,0,0,,,,0,0,0,0,,,,,,0,0,0,0,0,0,,0
1998,United Kingdom,,,,,,,6,,,12,8,,,8,8,3,,1,7,10,,5,12,,,10,8,,,,7,5,7,6,12,,,,,1,5,3,7,3,12,,
1998,Cyprus,,,,,,,2,,,4,,,,0,0,0,,0,12,1,,0,1,,,0,1,,,,0,0,0,4,4,,,,,5,0,0,0,0,0,,3
1998,Netherlands,,,,,,,12,,,10,0,,,0,7,5,,6,8,12,,10,8,,,3,7,,,,,8,5,7,0,,,,,6,0,4,8,7,7,,10
1998,Sweden,,,,,,,0,,,0,0,,,12,6,0,,0,0,8,,2,0,,,0,4,,,,5,10,3,0,0,,,,,0,0,0,,0,2,,1
1998,Belgium,,,,,,,,,,0,6,,,6,0,7,,4,4,3,,7,5,,,6,3,,,,10,7,12,8,0,,,,,7,6,7,2,4,1,,7
1998,Finland,,,,,,,0,,,0,0,,,10,,0,,0,0,0,,0,0,,,1,0,,,,0,1,0,0,0,,,,,0,0,0,10,0,0,,0
1998,Norway,,,,,,,4,,,0,3,,,4,2,0,,3,0,5,,4,4,,,0,5,,,,3,,4,3,0,,,,,0,10,8,12,1,0,,4
1998,Estonia,,,,,,,0,,,0,0,,,,12,0,,0,0,4,,1,0,,,0,0,,,,2,0,1,0,0,,,,,8,2,2,4,0,0,,0
1998,Turkey,,,,,,,0,,,5,0,,,0,0,0,,12,0,0,,0,0,,,5,0,,,,1,0,0,0,2,,,,,0,0,0,0,0,,,0
1998,Macedonia,,,,,,,0,,,6,0,,,0,0,0,,0,0,0,,0,0,,,,0,,,,0,0,0,0,3,,,,,3,4,0,0,0,0,,0
